,0,1,2
0,9893.189505292457,-0.010738501343403163,"1.00,0.00,0.00,0.00,0.00,0.00,0.00"
1,9895.425796502343,0.0002260179588414459,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
2,9737.806910063848,-0.016056680545885688,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
3,9563.97836088335,-0.01801214202932769,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
4,9586.33659089722,0.0023350258446296255,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
5,9586.33754953088,9.999999505838704e-08,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
6,9586.338508164634,9.999999505838704e-08,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
7,9387.917290472842,-0.020915545061768487,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
8,9332.582954328727,-0.005911647292593291,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
9,9358.29457512404,0.0027512498515068927,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
10,9377.858779926353,0.002088391522223992,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
11,8970.952983191644,-0.044359550312258,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
12,8970.953880286943,9.999999505838704e-08,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
13,8970.946499234691,-8.227726267776045e-07,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
14,8746.80541365149,-0.025302650690151942,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
15,9112.350363259033,0.040942138035199444,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
16,8917.44617421863,-0.021621073897842936,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
17,8671.918133458043,-0.02791959793786668,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
18,8742.344138280587,0.008088357424646938,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
19,8741.212104804486,-0.0001294969355138162,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
20,8740.375891468191,-9.566789208300967e-05,"0.00,0.97,0.01,0.02,0.00,0.00,0.00"
21,9092.715902862601,0.03952044583682089,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
22,9176.42293035808,0.009163826936636822,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
23,9345.365506028971,0.018243082919098114,"0.00,0.98,0.00,0.02,0.00,0.00,0.00"
24,9657.502792917707,0.03285455214270382,"0.00,0.98,0.01,0.02,0.00,0.00,0.00"
25,9621.21279821546,-0.003764777523052154,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
26,9620.629143482476,-6.066516240300584e-05,"0.00,0.97,0.01,0.02,0.00,0.00,0.00"
27,9620.004516743968,-6.492787605224573e-05,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
28,9619.971952053827,-3.3851070652639606e-06,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
29,9577.09566366858,-0.0044669696996410165,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
30,9527.919272121371,-0.005148020068966527,"0.00,0.89,0.04,0.06,0.00,0.00,0.00"
31,9608.05602388414,0.0083755564049749,"0.00,0.99,0.00,0.00,0.00,0.00,0.00"
32,9774.976920583613,0.017223829080215167,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
33,9772.535713005433,-0.00024977168570048313,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
34,9770.12070078714,-0.0002471529130381191,"0.00,0.95,0.02,0.03,0.00,0.00,0.00"
35,9963.050533900223,0.019554483002570646,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
36,9928.418575898262,-0.0034820950432023993,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
37,9913.04409622479,-0.0015497327999019202,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
38,9739.372598101814,-0.01767477476332485,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
39,9806.66683074497,0.006885742636053799,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
40,9802.388151956602,-0.0004363982721295113,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
41,9798.684796052616,-0.0003778727784826345,"0.00,0.91,0.03,0.05,0.00,0.00,0.00"
42,9833.075510232702,0.0035035828496916967,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
43,9824.670833013823,-0.0008551008426140983,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
44,9749.898781925807,-0.0076397505780228,"0.00,0.99,0.00,0.00,0.00,0.00,0.00"
45,9855.807352501524,0.010803956769859204,"0.00,0.89,0.04,0.06,0.00,0.00,0.00"
46,10015.897380866018,0.01611270839990598,"0.00,0.98,0.01,0.02,0.00,0.00,0.00"
47,10014.623926304064,-0.00012715141499713723,"0.00,0.97,0.01,0.02,0.00,0.00,0.00"
48,10014.576185899443,-4.767080497835389e-06,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
49,10107.64139832098,0.009250061591299255,"0.00,0.99,0.00,0.00,0.00,0.00,0.00"
50,10008.891298285705,-0.009817884099660614,"0.00,0.98,0.01,0.01,0.00,0.00,0.00"
51,9917.948850971803,-0.009127696918983819,"0.00,0.99,0.00,0.00,0.00,0.00,0.00"
52,9927.250154483185,0.0009373858322012766,"0.00,0.95,0.01,0.03,0.00,0.00,0.00"
53,9893.099609247985,-0.0034460117442008946,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
54,9892.720810238401,-3.828994720450274e-05,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
55,9888.391866571254,-0.00043768455364285956,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
56,9731.854050893075,-0.01595710246580053,"0.00,0.90,0.03,0.05,0.01,0.00,0.01"
57,9750.179545947778,0.001881271826001635,"0.00,1.00,0.00,0.00,0.00,0.00,0.00"
58,9548.729425671796,-0.02087759860003464,"0.00,0.90,0.03,0.05,0.00,0.00,0.00"
59,9411.860934203098,-0.014437405824747987,"0.00,0.93,0.02,0.04,0.00,0.00,0.00"
60,9191.295495935,-0.023713800950249744,"0.00,0.93,0.02,0.04,0.00,0.00,0.00"
61,9186.0432250997,-0.0005716030006341828,"0.00,0.99,0.00,0.01,0.00,0.00,0.00"
62,9183.980246665946,-0.00022460270076377352,"0.00,0.87,0.04,0.07,0.00,0.00,0.01"
